user_id,last_date,active_days,total_revenue,recency_days,frequency,monetary,r_quintile,f_quintile,m_quintile,RFM_score,RFM_numeric,segment
user_2524,2025-06-28,30,0.99,3,30,0.99,4,4,3,443,443,Potential
user_2525,2025-06-28,19,0.0,3,19,0.0,4,2,2,422,422,Potential
user_2526,2025-06-29,36,3.96,2,36,3.96,4,5,4,454,454,Potential
user_2527,2025-06-15,30,0.99,16,30,0.99,1,4,3,143,143,Champions
user_2528,2025-06-29,2,0.0,2,2,0.0,4,1,2,412,412,Potential
user_2529,2025-06-03,26,0.99,28,26,0.99,1,3,3,133,133,Champions
user_253,2025-06-11,5,0.0,20,5,0.0,1,1,2,112,112,Champions
user_2531,2025-06-29,24,0.99,2,24,0.99,4,3,3,433,433,Potential
user_2532,2025-06-30,11,0.99,1,11,0.99,5,1,3,513,513,At Risk
user_2533,2025-06-29,29,0.99,2,29,0.99,4,4,3,443,443,Potential
user_2534,2025-06-05,33,0.99,26,33,0.99,1,5,3,153,153,Champions
user_2535,2025-06-27,25,0.0,4,25,0.0,3,3,2,332,332,Loyal
user_2536,2025-06-26,13,0.0,5,13,0.0,3,1,2,312,312,Loyal
user_2537,2025-06-27,17,0.0,4,17,0.0,3,2,2,322,322,Loyal
user_2538,2025-06-23,28,22.97,8,28,22.97,2,4,5,245,245,Loyal
user_2539,2025-06-26,17,0.0,5,17,0.0,3,2,2,322,322,Loyal
user_254,2025-06-19,23,0.0,12,23,0.0,2,3,2,232,232,Champions
user_2540,2025-06-28,13,0.0,3,13,0.0,4,1,2,412,412,Potential
user_2541,2025-06-21,15,0.99,10,15,0.99,2,2,3,223,223,Champions
user_2542,2025-06-30,14,0.99,1,14,0.99,5,2,3,523,523,At Risk
user_2543,2025-06-24,10,2.99,7,10,2.99,3,1,4,314,314,Loyal
user_2544,2025-06-27,21,2.99,4,21,2.99,3,2,4,324,324,Loyal
user_2545,2025-06-14,44,12.98,17,44,12.98,1,5,5,155,155,Champions
user_2546,2025-06-29,26,0.0,2,26,0.0,4,3,2,432,432,Potential
user_2547,2025-06-16,31,2.99,15,31,2.99,2,5,4,254,254,Loyal
user_2548,2025-06-28,21,0.0,3,21,0.0,4,2,2,422,422,Potential
user_2549,2025-06-23,25,9.99,8,25,9.99,2,3,5,235,235,Loyal
user_255,2025-06-26,29,10.98,5,29,10.98,3,4,5,345,345,Potential
user_2550,2025-05-12,35,0.99,50,35,0.99,1,5,3,153,153,Champions
user_2551,2025-06-11,30,2.99,20,30,2.99,1,4,4,144,144,Champions
user_2552,2025-06-29,32,39.98,2,32,39.98,4,5,5,455,455,At Risk
user_2553,2025-06-29,12,19.99,2,12,19.99,4,1,5,415,415,Potential
user_2554,2025-06-24,2,0.0,7,2,0.0,3,1,2,312,312,Loyal
user_2555,2025-06-16,36,2.99,15,36,2.99,2,5,4,254,254,Loyal
user_2556,2025-06-30,3,0.0,1,3,0.0,5,1,2,512,512,At Risk
user_2557,2025-06-28,26,0.0,3,26,0.0,4,3,2,432,432,Potential
user_2558,2025-06-14,25,2.99,17,25,2.99,1,3,4,134,134,Champions
user_2559,2025-06-23,39,21.97,8,39,21.97,2,5,5,255,255,Loyal
user_256,2025-06-28,32,0.99,3,32,0.99,4,5,3,453,453,Potential
user_2560,2025-06-25,35,4.970000000000001,6,35,4.970000000000001,3,5,5,355,355,Potential
user_2561,2025-06-30,11,0.0,1,11,0.0,5,1,2,512,512,At Risk
user_2562,2025-06-29,18,0.99,2,18,0.99,4,2,3,423,423,Potential
user_2563,2025-06-14,27,12.98,17,27,12.98,1,4,5,145,145,Champions
user_2564,2025-05-19,24,0.0,43,24,0.0,1,3,2,132,132,Champions
user_2565,2025-06-30,27,0.99,1,27,0.99,5,4,3,543,543,At Risk
user_2566,2025-06-09,25,0.0,22,25,0.0,1,3,2,132,132,Champions
user_2567,2025-06-30,28,5.960000000000001,1,28,5.960000000000001,5,4,5,545,545,At Risk
user_2568,2025-06-25,29,3.9800000000000004,6,29,3.9800000000000004,3,4,5,345,345,Potential
user_2569,2025-06-29,11,0.0,2,11,0.0,4,1,2,412,412,Potential
user_257,2025-06-30,6,0.0,1,6,0.0,5,1,2,512,512,At Risk
user_2570,2025-06-30,12,0.0,1,12,0.0,5,1,2,512,512,At Risk
user_2571,2025-06-29,31,0.0,2,31,0.0,4,5,2,452,452,Potential
user_2572,2025-06-30,7,0.99,1,7,0.99,5,1,3,513,513,At Risk
user_2573,2025-06-14,34,3.9800000000000004,17,34,3.9800000000000004,1,5,5,155,155,Champions
user_2574,2025-06-28,22,6.970000000000001,3,22,6.970000000000001,4,3,5,435,435,Potential
user_2575,2025-06-19,34,1.98,12,34,1.98,2,5,4,254,254,Loyal
user_2576,2025-06-30,17,0.99,1,17,0.99,5,2,3,523,523,At Risk
user_2577,2025-06-28,3,0.0,3,3,0.0,4,1,2,412,412,Potential
user_2578,2025-06-26,25,0.0,5,25,0.0,3,3,2,332,332,Loyal
user_2579,2025-06-22,28,2.9699999999999998,9,28,2.9699999999999998,2,4,4,244,244,Loyal
user_258,2025-06-25,19,0.0,6,19,0.0,3,2,2,322,322,Loyal
user_2580,2025-06-30,20,3.9800000000000004,1,20,3.9800000000000004,5,2,5,525,525,At Risk
user_2581,2025-06-15,42,23.97,16,42,23.97,1,5,5,155,155,Champions
user_2582,2025-06-28,8,0.0,3,8,0.0,4,1,2,412,412,Potential
user_2583,2025-06-24,25,0.0,7,25,0.0,3,3,2,332,332,Loyal
user_2584,2025-06-24,25,0.0,7,25,0.0,3,3,2,332,332,Loyal
user_2585,2025-06-27,21,19.99,4,21,19.99,3,2,5,325,325,Loyal
user_2586,2025-06-20,23,1.98,11,23,1.98,2,3,4,234,234,Loyal
user_2587,2025-06-11,34,24.95,20,34,24.95,1,5,5,155,155,Champions
user_2588,2025-06-18,18,3.9800000000000004,13,18,3.9800000000000004,2,2,5,225,225,Champions
user_2589,2025-06-21,26,0.0,10,26,0.0,2,3,2,232,232,Champions
user_259,2025-06-25,17,0.99,6,17,0.99,3,2,3,323,323,Loyal
user_2590,2025-06-30,16,0.0,1,16,0.0,5,2,2,522,522,At Risk
user_2591,2025-06-29,19,0.0,2,19,0.0,4,2,2,422,422,Potential
user_2592,2025-06-30,18,0.99,1,18,0.99,5,2,3,523,523,At Risk
user_2593,2025-06-20,26,3.9800000000000004,11,26,3.9800000000000004,2,3,5,235,235,Loyal
user_2594,2025-06-29,25,9.99,2,25,9.99,4,3,5,435,435,Potential
user_2595,2025-05-26,26,2.99,36,26,2.99,1,3,4,134,134,Champions
user_2596,2025-06-26,20,0.0,5,20,0.0,3,2,2,322,322,Loyal
user_2597,2025-06-24,35,0.0,7,35,0.0,3,5,2,352,352,Potential
user_2598,2025-06-26,25,0.0,5,25,0.0,3,3,2,332,332,Loyal
user_2599,2025-06-27,26,0.0,4,26,0.0,3,3,2,332,332,Loyal
user_26,2025-06-26,18,0.0,5,18,0.0,3,2,2,322,322,Loyal
user_260,2025-06-26,27,0.0,5,27,0.0,3,4,2,342,342,Loyal
user_2600,2025-06-11,34,1.98,20,34,1.98,1,5,4,154,154,Champions
user_2601,2025-06-30,21,2.99,1,21,2.99,5,2,4,524,524,At Risk
user_2602,2025-05-17,22,0.0,45,22,0.0,1,3,2,132,132,Champions
user_2603,2025-06-29,16,2.99,2,16,2.99,4,2,4,424,424,Potential
user_2604,2025-06-17,34,2.9699999999999998,14,34,2.9699999999999998,2,5,4,254,254,Loyal
user_2605,2025-06-05,44,20.97,26,44,20.97,1,5,5,155,155,Champions
user_2606,2025-06-26,29,12.96,5,29,12.96,3,4,5,345,345,Potential
user_2607,2025-06-28,35,1.98,3,35,1.98,4,5,4,454,454,Potential
user_2608,2025-06-16,31,0.0,15,31,0.0,2,5,2,252,252,Loyal
user_2609,2025-06-26,17,0.0,5,17,0.0,3,2,2,322,322,Loyal
user_261,2025-06-22,21,0.0,9,21,0.0,2,2,2,222,222,Champions
user_2610,2025-05-30,27,0.99,32,27,0.99,1,4,3,143,143,Champions
user_2611,2025-06-28,13,19.99,3,13,19.99,4,1,5,415,415,Potential
user_2612,2025-06-21,29,0.99,10,29,0.99,2,4,3,243,243,Loyal
user_2613,2025-06-17,29,2.99,14,29,2.99,2,4,4,244,244,Loyal
user_2614,2025-06-30,13,0.0,1,13,0.0,5,1,2,512,512,At Risk
user_2615,2025-06-27,31,0.0,4,31,0.0,3,5,2,352,352,Potential
user_2616,2025-05-12,26,3.9800000000000004,50,26,3.9800000000000004,1,3,5,135,135,Champions
user_2617,2025-06-28,29,1.98,3,29,1.98,4,4,4,444,444,Potential
user_2618,2025-06-28,29,0.99,3,29,0.99,4,4,3,443,443,Potential
user_2619,2025-06-29,14,0.0,2,14,0.0,4,2,2,422,422,Potential
user_262,2025-06-28,1,0.0,3,1,0.0,4,1,2,412,412,Potential
user_2620,2025-06-29,29,4.970000000000001,2,29,4.970000000000001,4,4,5,445,445,Potential
user_2621,2025-06-30,16,0.0,1,16,0.0,5,2,2,522,522,At Risk
user_2622,2025-06-24,5,0.0,7,5,0.0,3,1,2,312,312,Loyal
user_2623,2025-06-30,30,0.0,1,30,0.0,5,4,2,542,542,At Risk
user_2624,2025-06-18,2,0.0,13,2,0.0,2,1,2,212,212,Champions
user_2625,2025-06-26,26,0.99,5,26,0.99,3,3,3,333,333,Loyal
user_2626,2025-06-27,4,0.0,4,4,0.0,3,1,2,312,312,Loyal
user_2627,2025-05-17,25,0.99,45,25,0.99,1,3,3,133,133,Champions
user_2628,2025-06-30,24,2.99,1,24,2.99,5,3,4,534,534,At Risk
user_2629,2025-06-30,27,0.0,1,27,0.0,5,4,2,542,542,At Risk
user_263,2025-06-26,31,0.99,5,31,0.99,3,5,3,353,353,Potential
user_2630,2025-06-20,23,0.99,11,23,0.99,2,3,3,233,233,Loyal
user_2631,2025-06-22,17,1.98,9,17,1.98,2,2,4,224,224,Champions
user_2632,2025-06-30,24,0.99,1,24,0.99,5,3,3,533,533,At Risk
user_2633,2025-05-11,25,5.98,51,25,5.98,1,3,5,135,135,Champions
user_2634,2025-06-28,36,0.0,3,36,0.0,4,5,2,452,452,Potential
user_2635,2025-06-26,19,2.9699999999999998,5,19,2.9699999999999998,3,2,4,324,324,Loyal
user_2636,2025-06-26,19,9.99,5,19,9.99,3,2,5,325,325,Loyal
user_2637,2025-06-30,1,0.0,1,1,0.0,5,1,2,512,512,At Risk
user_2638,2025-06-29,18,0.0,2,18,0.0,4,2,2,422,422,Potential
user_2639,2025-06-30,2,0.0,1,2,0.0,5,1,2,512,512,At Risk
user_264,2025-06-28,23,5.98,3,23,5.98,4,3,5,435,435,Potential
user_2640,2025-06-29,18,0.0,2,18,0.0,4,2,2,422,422,Potential
user_2641,2025-06-14,29,0.99,17,29,0.99,1,4,3,143,143,Champions
user_2642,2025-06-20,31,9.99,11,31,9.99,2,5,5,255,255,Loyal
user_2643,2025-06-28,17,0.0,3,17,0.0,4,2,2,422,422,Potential
user_2644,2025-06-20,20,9.99,11,20,9.99,2,2,5,225,225,Champions
user_2645,2025-05-24,22,0.0,38,22,0.0,1,3,2,132,132,Champions
user_2646,2025-06-22,19,5.96,9,19,5.96,2,2,5,225,225,Champions
user_2647,2025-06-29,7,0.99,2,7,0.99,4,1,3,413,413,Potential
user_2648,2025-06-30,22,0.0,1,22,0.0,5,3,2,532,532,At Risk
user_2649,2025-06-28,32,0.0,3,32,0.0,4,5,2,452,452,Potential
user_265,2025-06-18,7,0.0,13,7,0.0,2,1,2,212,212,Champions
user_2650,2025-06-20,25,11.97,11,25,11.97,2,3,5,235,235,Loyal
user_2651,2025-05-27,24,0.0,35,24,0.0,1,3,2,132,132,Champions
user_2652,2025-06-29,32,0.99,2,32,0.99,4,5,3,453,453,Potential
user_2653,2025-06-23,23,0.99,8,23,0.99,2,3,3,233,233,Loyal
user_2654,2025-06-11,36,2.99,20,36,2.99,1,5,4,154,154,Champions
user_2655,2025-06-20,15,0.0,11,15,0.0,2,2,2,222,222,Champions
user_2656,2025-06-28,24,0.0,3,24,0.0,4,3,2,432,432,Potential
user_2657,2025-06-30,15,0.0,1,15,0.0,5,2,2,522,522,At Risk
user_2658,2025-06-30,14,0.0,1,14,0.0,5,2,2,522,522,At Risk
user_2659,2025-06-16,31,3.9800000000000004,15,31,3.9800000000000004,2,5,5,255,255,Loyal
user_266,2025-06-30,14,0.0,1,14,0.0,5,2,2,522,522,At Risk
user_2660,2025-06-27,14,2.99,4,14,2.99,3,2,4,324,324,Loyal
user_2661,2025-06-30,27,2.99,1,27,2.99,5,4,4,544,544,At Risk
user_2662,2025-06-30,10,0.0,1,10,0.0,5,1,2,512,512,At Risk
user_2663,2025-06-20,35,5.96,11,35,5.96,2,5,5,255,255,Loyal
user_2664,2025-06-28,28,7.960000000000001,3,28,7.960000000000001,4,4,5,445,445,Potential
user_2665,2025-06-24,26,0.0,7,26,0.0,3,3,2,332,332,Loyal
user_2666,2025-06-27,23,1.98,4,23,1.98,3,3,4,334,334,Loyal
user_2667,2025-06-04,34,1.98,27,34,1.98,1,5,4,154,154,Champions
user_2668,2025-06-27,27,3.9800000000000004,4,27,3.9800000000000004,3,4,5,345,345,Potential
user_2669,2025-06-30,17,0.0,1,17,0.0,5,2,2,522,522,At Risk
user_267,2025-06-26,19,19.99,5,19,19.99,3,2,5,325,325,Loyal
user_2670,2025-06-23,38,3.9800000000000004,8,38,3.9800000000000004,2,5,5,255,255,Loyal
user_2671,2025-06-24,19,0.0,7,19,0.0,3,2,2,322,322,Loyal
user_2672,2025-06-28,34,10.98,3,34,10.98,4,5,5,455,455,At Risk
user_2673,2025-06-28,23,20.979999999999997,3,23,20.979999999999997,4,3,5,435,435,Potential
user_2674,2025-05-27,31,2.99,35,31,2.99,1,5,4,154,154,Champions
user_2675,2025-06-29,8,0.99,2,8,0.99,4,1,3,413,413,Potential
user_2676,2025-06-03,24,10.98,28,24,10.98,1,3,5,135,135,Champions
user_2677,2025-06-27,35,1.98,4,35,1.98,3,5,4,354,354,Potential
user_2678,2025-06-16,35,1.98,15,35,1.98,2,5,4,254,254,Loyal
user_2679,2025-05-27,25,2.99,35,25,2.99,1,3,4,134,134,Champions
user_268,2025-06-30,29,0.99,1,29,0.99,5,4,3,543,543,At Risk
user_2680,2025-06-23,25,13.97,8,25,13.97,2,3,5,235,235,Loyal
user_2681,2025-06-29,34,0.0,2,34,0.0,4,5,2,452,452,Potential
user_2682,2025-06-28,11,0.0,3,11,0.0,4,1,2,412,412,Potential
user_2683,2025-06-12,34,3.9800000000000004,19,34,3.9800000000000004,1,5,5,155,155,Champions
user_2684,2025-06-24,28,2.99,7,28,2.99,3,4,4,344,344,Potential
user_2685,2025-05-29,30,0.0,33,30,0.0,1,4,2,142,142,Champions
user_2686,2025-05-15,23,0.0,47,23,0.0,1,3,2,132,132,Champions
user_2687,2025-06-10,19,2.99,21,19,2.99,1,2,4,124,124,Champions
user_2688,2025-06-28,29,2.9699999999999998,3,29,2.9699999999999998,4,4,4,444,444,Potential
user_2689,2025-06-26,23,6.970000000000001,5,23,6.970000000000001,3,3,5,335,335,Loyal
user_269,2025-06-01,21,20.979999999999997,30,21,20.979999999999997,1,2,5,125,125,Champions
user_2690,2025-06-17,22,9.99,14,22,9.99,2,3,5,235,235,Loyal
user_2691,2025-06-22,21,0.99,9,21,0.99,2,2,3,223,223,Champions
user_2692,2025-06-26,20,2.99,5,20,2.99,3,2,4,324,324,Loyal
user_2693,2025-05-26,25,7.960000000000001,36,25,7.960000000000001,1,3,5,135,135,Champions
user_2694,2025-06-18,23,0.99,13,23,0.99,2,3,3,233,233,Loyal
user_2695,2025-06-25,2,0.0,6,2,0.0,3,1,2,312,312,Loyal
user_2696,2025-06-29,21,0.0,2,21,0.0,4,2,2,422,422,Potential
user_2697,2025-06-17,16,0.0,14,16,0.0,2,2,2,222,222,Champions
user_2698,2025-06-26,32,0.99,5,32,0.99,3,5,3,353,353,Potential
user_2699,2025-06-30,21,0.99,1,21,0.99,5,2,3,523,523,At Risk
user_27,2025-06-27,43,0.0,4,43,0.0,3,5,2,352,352,Potential
user_270,2025-06-30,33,5.9399999999999995,1,33,5.9399999999999995,5,5,5,555,555,At Risk
user_2700,2025-06-30,14,0.0,1,14,0.0,5,2,2,522,522,At Risk
user_2701,2025-06-26,26,0.0,5,26,0.0,3,3,2,332,332,Loyal
user_2702,2025-06-29,2,0.0,2,2,0.0,4,1,2,412,412,Potential
user_2703,2025-06-21,26,0.0,10,26,0.0,2,3,2,232,232,Champions
user_2704,2025-05-15,33,0.99,47,33,0.99,1,5,3,153,153,Champions
user_2705,2025-06-30,18,15.97,1,18,15.97,5,2,5,525,525,At Risk
user_2706,2025-06-28,11,0.0,3,11,0.0,4,1,2,412,412,Potential
user_2707,2025-06-16,35,9.99,15,35,9.99,2,5,5,255,255,Loyal
user_2708,2025-06-25,34,2.99,6,34,2.99,3,5,4,354,354,Potential
user_2709,2025-06-21,26,11.97,10,26,11.97,2,3,5,235,235,Loyal
user_271,2025-06-28,15,0.0,3,15,0.0,4,2,2,422,422,Potential
user_2710,2025-06-30,25,1.98,1,25,1.98,5,3,4,534,534,At Risk
user_2711,2025-06-24,18,0.99,7,18,0.99,3,2,3,323,323,Loyal
user_2712,2025-06-24,19,0.99,7,19,0.99,3,2,3,323,323,Loyal
user_2713,2025-06-20,25,5.98,11,25,5.98,2,3,5,235,235,Loyal
user_2714,2025-06-19,37,1.98,12,37,1.98,2,5,4,254,254,Loyal
user_2715,2025-05-30,31,2.99,32,31,2.99,1,5,4,154,154,Champions
user_2716,2025-06-12,22,0.0,19,22,0.0,1,3,2,132,132,Champions
user_2717,2025-06-29,22,12.98,2,22,12.98,4,3,5,435,435,Potential
user_2719,2025-06-30,14,0.0,1,14,0.0,5,2,2,522,522,At Risk
user_272,2025-06-28,8,0.0,3,8,0.0,4,1,2,412,412,Potential
user_2720,2025-06-27,26,13.97,4,26,13.97,3,3,5,335,335,Loyal
user_2721,2025-06-30,7,0.0,1,7,0.0,5,1,2,512,512,At Risk
user_2722,2025-06-30,16,0.0,1,16,0.0,5,2,2,522,522,At Risk
user_2723,2025-06-18,12,0.0,13,12,0.0,2,1,2,212,212,Champions
user_2724,2025-06-27,26,0.99,4,26,0.99,3,3,3,333,333,Loyal
user_2725,2025-06-09,24,0.0,22,24,0.0,1,3,2,132,132,Champions
user_2726,2025-06-22,34,10.98,9,34,10.98,2,5,5,255,255,Loyal
user_2727,2025-06-29,35,4.970000000000001,2,35,4.970000000000001,4,5,5,455,455,At Risk
user_2728,2025-06-21,30,0.0,10,30,0.0,2,4,2,242,242,Loyal
user_2729,2025-06-23,33,0.0,8,33,0.0,2,5,2,252,252,Loyal
user_273,2025-06-26,8,0.0,5,8,0.0,3,1,2,312,312,Loyal
user_2730,2025-06-27,31,12.98,4,31,12.98,3,5,5,355,355,Potential
user_2731,2025-06-29,16,0.0,2,16,0.0,4,2,2,422,422,Potential
user_2732,2025-06-30,32,7.960000000000001,1,32,7.960000000000001,5,5,5,555,555,At Risk
user_2733,2025-06-16,32,19.98,15,32,19.98,2,5,5,255,255,Loyal
user_2734,2025-06-30,2,0.0,1,2,0.0,5,1,2,512,512,At Risk
user_2735,2025-06-28,5,0.0,3,5,0.0,4,1,2,412,412,Potential
user_2736,2025-06-23,12,9.99,8,12,9.99,2,1,5,215,215,Champions
user_2737,2025-06-30,1,0.0,1,1,0.0,5,1,2,512,512,At Risk
user_2738,2025-06-22,28,0.0,9,28,0.0,2,4,2,242,242,Loyal
user_2739,2025-06-28,3,0.0,3,3,0.0,4,1,2,412,412,Potential
user_274,2025-06-30,10,0.0,1,10,0.0,5,1,2,512,512,At Risk
user_2740,2025-06-10,38,9.99,21,38,9.99,1,5,5,155,155,Champions
user_2741,2025-06-18,31,0.99,13,31,0.99,2,5,3,253,253,Loyal
user_2742,2025-06-13,37,3.9800000000000004,18,37,3.9800000000000004,1,5,5,155,155,Champions
user_2743,2025-06-03,27,0.0,28,27,0.0,1,4,2,142,142,Champions
user_2744,2025-05-31,29,10.98,31,29,10.98,1,4,5,145,145,Champions
user_2745,2025-06-23,28,0.99,8,28,0.99,2,4,3,243,243,Loyal
user_2746,2025-06-20,13,0.0,11,13,0.0,2,1,2,212,212,Champions
user_2747,2025-06-26,23,0.99,5,23,0.99,3,3,3,333,333,Loyal
user_2748,2025-05-26,26,0.0,36,26,0.0,1,3,2,132,132,Champions
user_2749,2025-06-30,15,0.99,1,15,0.99,5,2,3,523,523,At Risk
user_275,2025-06-29,19,0.0,2,19,0.0,4,2,2,422,422,Potential
user_2750,2025-06-21,20,2.99,10,20,2.99,2,2,4,224,224,Champions
user_2751,2025-06-29,19,0.99,2,19,0.99,4,2,3,423,423,Potential
user_2752,2025-06-22,21,0.99,9,21,0.99,2,2,3,223,223,Champions
user_2753,2025-06-28,40,0.0,3,40,0.0,4,5,2,452,452,Potential
user_2754,2025-06-01,29,0.0,30,29,0.0,1,4,2,142,142,Champions
user_2755,2025-06-25,7,0.0,6,7,0.0,3,1,2,312,312,Loyal
user_2756,2025-06-21,32,0.0,10,32,0.0,2,5,2,252,252,Loyal
user_2757,2025-06-23,18,0.0,8,18,0.0,2,2,2,222,222,Champions
user_2758,2025-06-30,12,0.0,1,12,0.0,5,1,2,512,512,At Risk
user_2759,2025-06-30,16,0.0,1,16,0.0,5,2,2,522,522,At Risk
user_276,2025-06-30,28,9.99,1,28,9.99,5,4,5,545,545,At Risk
user_2760,2025-06-21,28,3.9800000000000004,10,28,3.9800000000000004,2,4,5,245,245,Loyal
user_2761,2025-06-13,33,0.99,18,33,0.99,1,5,3,153,153,Champions
user_2762,2025-06-12,37,2.9699999999999998,19,37,2.9699999999999998,1,5,4,154,154,Champions
user_2763,2025-06-30,21,0.0,1,21,0.0,5,2,2,522,522,At Risk
user_2764,2025-06-15,24,3.9800000000000004,16,24,3.9800000000000004,1,3,5,135,135,Champions
user_2765,2025-06-15,36,10.98,16,36,10.98,1,5,5,155,155,Champions
user_2766,2025-06-29,5,0.0,2,5,0.0,4,1,2,412,412,Potential
user_2767,2025-06-27,33,4.95,4,33,4.95,3,5,5,355,355,Potential
user_2768,2025-05-25,26,0.99,37,26,0.99,1,3,3,133,133,Champions
user_2769,2025-06-30,22,9.99,1,22,9.99,5,3,5,535,535,At Risk
user_277,2025-06-25,8,0.0,6,8,0.0,3,1,2,312,312,Loyal
user_2770,2025-06-27,23,0.0,4,23,0.0,3,3,2,332,332,Loyal
user_2771,2025-06-13,28,4.970000000000001,18,28,4.970000000000001,1,4,5,145,145,Champions
user_2772,2025-06-23,24,0.99,8,24,0.99,2,3,3,233,233,Loyal
user_2773,2025-06-29,12,0.0,2,12,0.0,4,1,2,412,412,Potential
user_2774,2025-06-25,25,9.99,6,25,9.99,3,3,5,335,335,Loyal
user_2775,2025-06-29,24,0.0,2,24,0.0,4,3,2,432,432,Potential
user_2776,2025-06-29,27,0.99,2,27,0.99,4,4,3,443,443,Potential
user_2777,2025-06-19,33,3.9800000000000004,12,33,3.9800000000000004,2,5,5,255,255,Loyal
user_2778,2025-06-27,28,0.99,4,28,0.99,3,4,3,343,343,Loyal
user_2779,2025-06-27,30,2.99,4,30,2.99,3,4,4,344,344,Potential
user_278,2025-06-30,28,9.99,1,28,9.99,5,4,5,545,545,At Risk
user_2780,2025-06-27,31,4.970000000000001,4,31,4.970000000000001,3,5,5,355,355,Potential
user_2781,2025-05-18,28,2.99,44,28,2.99,1,4,4,144,144,Champions
user_2782,2025-06-22,10,0.99,9,10,0.99,2,1,3,213,213,Champions
user_2783,2025-06-27,2,0.0,4,2,0.0,3,1,2,312,312,Loyal
user_2784,2025-06-28,11,0.0,3,11,0.0,4,1,2,412,412,Potential
user_2785,2025-06-28,8,0.0,3,8,0.0,4,1,2,412,412,Potential
user_2786,2025-06-18,30,0.99,13,30,0.99,2,4,3,243,243,Loyal
user_2787,2025-06-30,5,0.0,1,5,0.0,5,1,2,512,512,At Risk
user_2788,2025-06-22,29,0.0,9,29,0.0,2,4,2,242,242,Loyal
user_2789,2025-06-30,10,0.0,1,10,0.0,5,1,2,512,512,At Risk
user_279,2025-06-22,16,9.99,9,16,9.99,2,2,5,225,225,Champions
user_2790,2025-06-29,1,0.0,2,1,0.0,4,1,2,412,412,Potential
user_2791,2025-06-24,15,0.0,7,15,0.0,3,2,2,322,322,Loyal
user_2793,2025-06-25,23,2.99,6,23,2.99,3,3,4,334,334,Loyal
user_2794,2025-06-15,25,2.99,16,25,2.99,1,3,4,134,134,Champions
user_2795,2025-06-21,25,0.99,10,25,0.99,2,3,3,233,233,Loyal
user_2796,2025-06-29,28,0.99,2,28,0.99,4,4,3,443,443,Potential
user_2797,2025-06-16,39,1.98,15,39,1.98,2,5,4,254,254,Loyal
user_2798,2025-06-30,26,0.0,1,26,0.0,5,3,2,532,532,At Risk
user_2799,2025-06-30,3,0.99,1,3,0.99,5,1,3,513,513,At Risk
user_28,2025-06-23,21,0.0,8,21,0.0,2,2,2,222,222,Champions
user_280,2025-06-27,20,1.98,4,20,1.98,3,2,4,324,324,Loyal
user_2800,2025-06-11,25,9.99,20,25,9.99,1,3,5,135,135,Champions
user_2801,2025-06-29,11,0.0,2,11,0.0,4,1,2,412,412,Potential
user_2802,2025-06-29,5,0.0,2,5,0.0,4,1,2,412,412,Potential
user_2803,2025-06-27,4,0.0,4,4,0.0,3,1,2,312,312,Loyal
user_2804,2025-06-24,1,0.0,7,1,0.0,3,1,2,312,312,Loyal
user_2805,2025-06-30,20,2.99,1,20,2.99,5,2,4,524,524,At Risk
user_2806,2025-06-29,3,0.0,2,3,0.0,4,1,2,412,412,Potential
user_2807,2025-06-19,11,0.99,12,11,0.99,2,1,3,213,213,Champions
user_2808,2025-06-22,34,3.9800000000000004,9,34,3.9800000000000004,2,5,5,255,255,Loyal
user_2809,2025-06-15,25,0.0,16,25,0.0,1,3,2,132,132,Champions
user_281,2025-06-26,8,0.0,5,8,0.0,3,1,2,312,312,Loyal
user_2810,2025-06-29,12,0.0,2,12,0.0,4,1,2,412,412,Potential
user_2811,2025-06-27,27,3.9800000000000004,4,27,3.9800000000000004,3,4,5,345,345,Potential
user_2812,2025-06-28,21,0.0,3,21,0.0,4,2,2,422,422,Potential
user_2813,2025-06-24,13,0.0,7,13,0.0,3,1,2,312,312,Loyal
user_2814,2025-06-27,25,0.99,4,25,0.99,3,3,3,333,333,Loyal
user_2815,2025-06-23,26,0.0,8,26,0.0,2,3,2,232,232,Champions
user_2816,2025-06-29,9,0.0,2,9,0.0,4,1,2,412,412,Potential
user_2817,2025-06-28,17,0.0,3,17,0.0,4,2,2,422,422,Potential
user_2818,2025-05-30,29,0.0,32,29,0.0,1,4,2,142,142,Champions
user_2819,2025-05-21,29,2.99,41,29,2.99,1,4,4,144,144,Champions
user_282,2025-06-25,25,0.99,6,25,0.99,3,3,3,333,333,Loyal
user_2820,2025-06-12,28,0.99,19,28,0.99,1,4,3,143,143,Champions
user_2821,2025-06-25,5,0.99,6,5,0.99,3,1,3,313,313,Loyal
user_2822,2025-06-27,32,0.0,4,32,0.0,3,5,2,352,352,Potential
user_2823,2025-06-25,22,0.99,6,22,0.99,3,3,3,333,333,Loyal
user_2824,2025-06-06,30,6.970000000000001,25,30,6.970000000000001,1,4,5,145,145,Champions
user_2825,2025-06-26,30,0.99,5,30,0.99,3,4,3,343,343,Loyal
user_2826,2025-06-30,11,0.0,1,11,0.0,5,1,2,512,512,At Risk
user_2827,2025-06-18,13,0.0,13,13,0.0,2,1,2,212,212,Champions
user_2828,2025-05-25,27,0.99,37,27,0.99,1,4,3,143,143,Champions
user_2829,2025-06-22,18,0.0,9,18,0.0,2,2,2,222,222,Champions
